id,Name,Date,Amount,
,MESSEHALLEN BERLIN II,09/03/1998,24622430.00,
,CARRETERAS DE ASTURIAS (EIB/EEA),09/03/1998,35844863.00,
,PUERTO AUTONOMO DE BILBAO 1 & 2,09/03/1998,11948288.00,
,SEP - ARIANE 5,06/03/1998,37809242.00,
,GRAZ ABWASSER,05/03/1998,15249604.00,
,BOC INDUSTRIAL GASES IV (IRL/UK),05/03/1998,28488725.00,
,BOC INDUSTRIAL GASES IV (IRL/UK),05/03/1998,16490315.00,
,NORTHERN GERMAN STATE BANKS GL V,05/03/1998,25299547.00,
,URBAN RENEWAL POTSDAMER PLATZ BERLIN,04/03/1998,151797280.00,
,DEXIA BANCO LOCAL GL III,04/03/1998,59741439.00,
,GOTEBORG ENERGY,04/03/1998,27907754.00,
,GREAT BELT LINK 4 (TEN) PPP,03/03/1998,150797625.00,
,KAEPPALA WASTE WATER,03/03/1998,5794552.00,
,NORTHERN GERMAN STATE BANKS GL V,03/03/1998,15179728.00,
,SUDWESTLB GLOBAL LOAN IV,02/03/1998,50599093.00,
,CNA/SANEF A16 II (BEI/ED),27/02/1998,30247393.00,
,CNA/SAPN AUTOROUTE A29 II,27/02/1998,26163995.00,
,KOMMUNINVEST GL,27/02/1998,4325404.00,
,CNA/AREA A51 III,27/02/1998,22685545.00,
,FLUGHAFEN KOLN/BONN,25/02/1998,25299547.00,
,OERESUND LINK (TENS) (DK & SE) PPP,25/02/1998,60308423.00,
,OERESUND LINK (TENS) (DK & SE) PPP,25/02/1998,18862987.00,
,OERESUND LINK (TENS) (DK & SE) PPP,25/02/1998,60308423.00,
,OERESUND LINK (TENS) (DK & SE) PPP,25/02/1998,18862987.00,
,PG DEXIA/CLF - RENOVATION URBAINE,24/02/1998,151236967.00,
,COPENHAGEN AIRPORT II (DK),23/02/1998,19925690.00,
,RAILWAYS I,23/02/1998,60000000.00,
,TAP MEDIUM HAUL FLEET RENEWAL,23/02/1998,157578721.00,
,ROUTES DE LA REUNION II,20/02/1998,60494787.00,
,RACCORDO PORDENONE-CONEGLIANO (EIB/ED),19/02/1998,61791013.00,
,HELABA GLOBAL LOAN IV,19/02/1998,30207659.00,
,DEUTSCHE BANK GL II,19/02/1998,25299547.00,
,MECKLENBURGVORPOMMERN GESUNDHEITFURSOR,19/02/1998,16191710.00,
,CNA/SAPRR AUTOROUTE A39 III,19/02/1998,80004356.00,
,EUTELSAT III BIS (ART.18),19/02/1998,250000000.00,
,DEUTSCHE BANK GL II,18/02/1998,25299547.00,
,STET HELLAS MOBILE TELEPHONY II 1 & 2,17/02/1998,112165467.00,
,NORTHERN GERMAN STATE BANKS GL V,17/02/1998,10119819.00,
,MUNICIPALITY FINANCE GL III,13/02/1998,33404262.00,
,CROSS-BORDER/TENS CORRIDORS ROAD PROJ.,12/02/1998,40000000.00,
,LEIPZIG FERNWARME,11/02/1998,7589864.00,
,PG DEXIA/CLF INFRASTRUCTURES,10/02/1998,25710284.00,
,PG DEXIA/CLF INFRASTRUCTURES,10/02/1998,58271603.00,
,SUDLICHER RANDKANAL KOLN,06/02/1998,10119819.00,
,MERCEDES BENZ EVZ & LACK 2000,05/02/1998,39467293.00,
,DURRES-VORE HIGHWAY,05/02/1998,22000000.00,
,ILB GLOBAL LOAN III,05/02/1998,50599093.00,
,ICO GL V,30/01/1998,198640285.00,
,ICO GL V,30/01/1998,40325471.00,
,BAWAG GL,29/01/1998,15177672.00,
,DEUTSCHE BANK GL II,29/01/1998,25299547.00,
,BARCLAYS BANK GL VII,29/01/1998,224970191.00,
,NATADOLA MARINE RESORT,29/01/1998,250.00,
,MANNHEIM ABWASSER,27/01/1998,10119819.00,
,TRAMWAY DE MONTPELLIER,27/01/1998,15123697.00,
,MEDIO AMBIENTE URBANO BALEARES,22/01/1998,29765079.00,
,MEDIO AMBIENTE URBANO BALEARES,22/01/1998,2561283.00,
,MEDIO AMBIENTE URBANO BALEARES,22/01/1998,27805613.00,
,IKB GL IX,22/01/1998,15179728.00,
,HELABA GLOBAL LOAN IV,21/01/1998,25299547.00,
,LANDESBANK SACHSEN GL I,21/01/1998,25299547.00,
,HELABA GLOBAL LOAN IV,20/01/1998,25299547.00,
,FLUGHAFEN HANNOVER,20/01/1998,15179728.00,
,MULLHEIZKRAFTWERK KASSEL,16/01/1998,25299547.00,
,WUPPERVERBAND WASSER,15/01/1998,15685719.00,
,STEYR PUCH GELAENDEFAHRZEUGE,15/01/1998,21723493.00,
,PG DEXIA/CLF INFRASTRUCTURES,14/01/1998,150027071.00,
,MECKLENBURGVORPOMMERN GESUNDHEITFURSOR,14/01/1998,17203692.00,
,MANNHEIM ABWASSER,12/01/1998,10119819.00,
,SUDWESTLB GLOBAL LOAN IV,12/01/1998,25299547.00,
,ABWASSERVERBAND SAAR,12/01/1998,8095855.00,
,BBV GL III,12/01/1998,119482878.00,
,TELEFONICA MOBILE TELEPHONY,09/01/1998,388319354.00,
,ATMEL ROUSSET,05/01/1998,37809242.00,
,ASM BRESCIA TERMOUTILIZZATORE 1&2,31/12/1997,156129650.00,
,COMMERZBANK GL IV,30/12/1997,36905174.00,
,DEXIA KOMMUNBANK GL,30/12/1997,23703254.00,
,MONTE DEI PASCHI GROUP PG VIII,30/12/1997,39032413.00,
,EUROPEAN ROADS III,29/12/1997,72000000.00,
,AMSA TERMOUTILIZZATORE,29/12/1997,93677790.00,
,BANCA ANTONVENETA PG,29/12/1997,52043217.00,
,HELABA GLOBAL LOAN IV,23/12/1997,15258479.00,
,HELABA GLOBAL LOAN IV,23/12/1997,18818790.00,
,LECICO CERAMIC PROJECT,23/12/1997,4000000.00,
,GAZA INDUSTRIAL ESTATE,23/12/1997,1000000.00,
,GAZA INDUSTRIAL ESTATE,23/12/1997,14000000.00,
,EUFORES,23/12/1997,10000000.00,
,CREDIOP PG VI,23/12/1997,156129650.00,
,ICS - ETUDE DE TRANSPORT DU MINERAI,23/12/1997,600.00,
,TELEFONICA PERU,23/12/1997,50000000.00,
,PG DEXIA/CLF INFRASTRUCTURES,22/12/1997,41947198.00,
,BRISA X,22/12/1997,89887192.00,
,BOREALIS CHEMICALS STENUNGSUND,22/12/1997,59258136.00,
,UNION BANK OF ESTONIA GLOBAL LOAN,22/12/1997,10000000.00,
,MDF PRODUCTION PLANT,22/12/1997,47000000.00,
,WATER SUPPLY JAKARTA WEST,20/12/1997,55000000.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,MOBISTAR MOBILE PHONE,19/12/1997,12323041.00,
,MOBISTAR MOBILE PHONE,19/12/1997,9858433.00,
,ALLIED IRISH BANKS GL IV,19/12/1997,65363835.00,
,LECICO CERAMIC PROJECT,19/12/1997,16000000.00,
,MOBITEL GSM,19/12/1997,45000000.00,
,CARRARO COMPONENTI,19/12/1997,5204322.00,
,VRA VI,19/12/1997,34000000.00,
,LAFARGE ARCOS CEMENT,19/12/1997,32500000.00,
,SABENA FLEET MODERNISATION,18/12/1997,37735849.00,
,MANNHEIM ABWASSER,18/12/1997,5086160.00,
,SCHWARZE PUMPE BRAUNKOHLEKRAFTWERK 1&2,18/12/1997,178015584.00,
,MERCEDES BENZ EVZ & LACK 2000,18/12/1997,129747930.00,
,MERCEDES BENZ EVZ & LACK 2000,18/12/1997,127153989.00,
,TRAMWAY DE MONTPELLIER,18/12/1997,18172071.00,
,IRISH INFRASTRUCTURE FRAMEWORK V,18/12/1997,71900218.00,
,GENERALE DE BANQUE GL IV,18/12/1997,49292165.00,
,CARIVERONA PG,18/12/1997,26021608.00,
,MVM - LORINCI POWER PLANT,18/12/1997,35000000.00,
,BEX GL II,17/12/1997,60219198.00,
,GREAT BELT LINK 4 (TEN) PPP,17/12/1997,160796826.00,
,HEILBRONN UMWELT,17/12/1997,10172319.00,
,SUDWESTLB GL III,17/12/1997,19989853.00,
,MUENCHEN NAHVERKEHR,17/12/1997,44758204.00,
,MUENCHEN NAHVERKEHR,17/12/1997,6103391.00,
,FLUGHAFEN HANNOVER,17/12/1997,15258479.00,
,MUNICIPALITY FINANCE GL HEALTH&EDUCATI,17/12/1997,27195021.00,
,REGION REUNION EDUCATION,16/12/1997,22715089.00,
,PAFOS SEWERAGE,16/12/1997,30000000.00,
,HELABA GLOBAL LOAN IV,16/12/1997,25430798.00,
,TRAMWAY DE MONTPELLIER,16/12/1997,22715089.00,
,VALETTA INVESTMENT BANK,16/12/1997,1000000.00,
,VALETTA INVESTMENT BANK,16/12/1997,2000000.00,
,KFW GLOBAL LOAN IX,16/12/1997,50861595.00,
,BANCAJA GL II,16/12/1997,36131519.00,
,ANA AIRPORTS AND ATC II,15/12/1997,24968664.00,
,ANA AIRPORTS AND ATC II,15/12/1997,24968664.00,
,DEVELOPPEMENT DU SECTEUR PRIVE,15/12/1997,375.16,
,DEVELOPPEMENT DU SECTEUR PRIVE,15/12/1997,9060748.00,
,DEVELOPPEMENT DU SECTEUR PRIVE,15/12/1997,5564092.00,
,CERAMICHE PIEMME,15/12/1997,13010804.00,
,RIELLO BRUCIATORI,15/12/1997,5204322.00,
,CARRARO COMPONENTI,15/12/1997,26021608.00,
,BODENSEE WASSERVERSORGUNG,15/12/1997,3814620.00,
,DTA BANK GLOBAL LOAN V,15/12/1997,76292393.00,
,KREDIETBANK GL VII,15/12/1997,49292165.00,
,VOIRIES PRIORITAIRES,12/12/1997,65000000.00,
,FOMENTO CARRETERAS XII,12/12/1997,240876792.00,
,CARGOLUX 747 FLEET,12/12/1997,11230907.00,
,CARGOLUX 747 FLEET,12/12/1997,13477089.00,
,CARGOLUX 747 FLEET,12/12/1997,15274034.00,
,CARGOLUX 747 FLEET,12/12/1997,15274034.00,
,CARGOLUX 747 FLEET,12/12/1997,13477089.00,
,CARGOLUX 747 FLEET,12/12/1997,26954178.00,
,TELECOM PORTUGAL V 1&2,12/12/1997,54931062.00,
,PIRELLI OPTICAL FIBER,12/12/1997,22000000.00,
,SIP TELECOM ITALIA,12/12/1997,72860503.00,
,GLOBTEL GSM,11/12/1997,65000000.00,
,ICO ENVIRONMENT GL II (EIB/EEA),11/12/1997,48175358.00,
,DG BANK GLOBAL LOAN I,10/12/1997,101723191.00,
,KAEPPALA WASTE WATER,10/12/1997,5925814.00,
,KAEPPALA WASTE WATER,10/12/1997,5925814.00,
,CERA BANK GL IV,10/12/1997,49292165.00,
,KATOWICE - MUNICIPAL INFRASTRUCTURE,10/12/1997,20000000.00,
,GESUNDHEITSFURSORGE BERLIN I,10/12/1997,85633125.00,
,GESUNDHEITSFURSORGE BERLIN I,10/12/1997,70063374.00,
,LITHUANIA-TELECOMMUNICATIONS (GSM)II,10/12/1997,7000000.00,
,BIASI TERMOMECCANICA,10/12/1997,20817287.00,
,IFA GL II,10/12/1997,18065759.00,
,NIERSVERBAND ABWASSER,10/12/1997,5086160.00,
,HELABA GLOBAL LOAN IV,09/12/1997,8443025.00,
,DEUTSCHE BANK GL II,09/12/1997,10172319.00,
,INFRASTRUCTURE UPGRADING MEZZOGIORNO F,09/12/1997,624518600.00,
,CEPSA-ERTISA,08/12/1997,60219198.00,
,CEPSA-ERTISA,08/12/1997,60219198.00,
,MANCHESTER METROLINK PHASE 2 - PPP,05/12/1997,14936390.00,
,CASSA DI RISP. DI PADOVA E ROVIGO PG,05/12/1997,20817287.00,
,RECONSTRUCCION INFRA.ANDALUCIA(BEI/EEA,05/12/1997,30109599.00,
,RAILTRACK RENEWAL & THAMESLINK 2000,05/12/1997,870080961.00,
,ORANGE MOBILE TELEPHONY,04/12/1997,348032384.00,
,EDISON GAS ADRIATICO IV,04/12/1997,13010804.00,
,EDISON GAS METANODOTTI,04/12/1997,23419448.00,
,VA STAHL,04/12/1997,36135523.00,
,VA STAHL,04/12/1997,36135523.00,
,MONCHENGLADBACH WASSER,04/12/1997,10172319.00,
,TELECOMM II,03/12/1997,50000000.00,
,TELECOMM II,03/12/1997,50000000.00,
,BMW ROVER UK,03/12/1997,290026987.00,
,ERSKINE FIELD UK,03/12/1997,134770889.00,
,ESSEX & SUFFOLK WATER,02/12/1997,58005397.00,
,DBSA INFRASTRUCTURE GL II,02/12/1997,59000000.00,
,NEG-GLASS-CARDIFF,02/12/1997,10608683.00,
,STUTTGART INFRASTRUKTUR,01/12/1997,10172319.00,
,POLAND - FLOOD DAMAGE RECONS,01/12/1997,225000000.00,
,POLAND - FLOOD DAMAGE RECONS,01/12/1997,75000000.00,
,COMMERCIAL BANKS INFRASTRUCTURE GL,30/11/1997,22500000.00,
,IDB VI GLOBAL LOAN,28/11/1997,5000000.00,
,IDB VI GLOBAL LOAN,28/11/1997,5000000.00,
,GROHE-ALBERGARIA-A-VELHA(AUT.GL.IND.IV,28/11/1997,8984726.00,
,CNA/SANEF A 29 III,25/11/1997,15143393.00,
,NEW ATHENS INTERN. AIRPORT (TEN) (PPP),25/11/1997,302626493.00,
,CNA/SANEF A16 II (BEI/ED),25/11/1997,45430178.00,
,CNA/SANEF A16 II (BEI/ED),25/11/1997,30286786.00,
,CNA/SANEF A16 II (BEI/ED),25/11/1997,30286786.00,
,CNA/ASF AUTOROUTE A20,25/11/1997,34375502.00,
,CNA/ASF AUTOROUTE A20,25/11/1997,30286786.00,
,CNA/SAPN AUTOROUTE A29 II,25/11/1997,8025998.00,
,BERLIN ADLERSHOF INFRASTRUKTUR,25/11/1997,5086160.00,
,CNA/SAPRR AUTOROUTE A39 III,25/11/1997,23623693.00,
,CNA/AREA A51 III,25/11/1997,13780487.00,
,CNA/AREA A51 III,25/11/1997,6663093.00,
,DANIELI MECCANICHE,25/11/1997,15612965.00,
,BCL GL XVI (EIB/EEA),24/11/1997,60219198.00,
,BCL GL XVI (EIB/EEA),24/11/1997,18065759.00,
,BERLINER GASWERKE,24/11/1997,10172319.00,
,BRAUNKOHLEKRAFTWERK SCHKOPAU,24/11/1997,7883547.00,
,VALENCIA EDUCACION TECNICA (EIB/EEA),24/11/1997,3010960.00,
,COMMERZBANK GL IV,20/11/1997,38146197.00,
,IKB GL IX,20/11/1997,25430798.00,
,QUARELLA VERONA,18/11/1997,3903241.00,
,PG DEXIA/CLF EDUCATION/SANTE,18/11/1997,151433928.00,
,DEUTSCHE BANK GL II,17/11/1997,25430798.00,
,JAE PROGRAMA ESTRADAS VII,14/11/1997,74905993.00,
,BRISA IX,14/11/1997,62421661.00,
,QUARELLA VERONA,14/11/1997,3903241.00,
,MUNICIPAL INFRA GL III,14/11/1997,27465531.00,
,NORTHERN GERMAN STATE BANKS GL V,14/11/1997,50861595.00,
,TRAVESSIA FERROVIARIA TEJO,14/11/1997,99874657.00,
,JAE ESTRADAS XIV,14/11/1997,124843322.00,
,PPC TRANSMISSION & DISTRIBUTION (EIB/E,14/11/1997,3620530.00,
,TELECOMS,14/11/1997,40000000.00,
,BNG GL EDUCATION/HEALTH,14/11/1997,45153862.00,
,JAE ESTRADAS XIII,14/11/1997,84893459.00,
,BUCHAREST DISTRICT HEATING REHABILIT.,14/11/1997,35000000.00,
,COMMERZBANK GL IV,13/11/1997,76292393.00,
,NORTHERN GERMAN STATE BANKS GL V,13/11/1997,25430798.00,
,CREDIT GENERAL GL IV,13/11/1997,24646082.00,
,KAEPPALA WASTE WATER,12/11/1997,11851627.00,
,PIRELLI FOTONICA (IT/FR/GB),12/11/1997,7286050.00,
,PIRELLI FOTONICA (IT/FR/GB),12/11/1997,8326915.00,
,ADANA WASTEWATER,12/11/1997,45000000.00,
,SUDWESTLB GL III,11/11/1997,20344638.00,
,STUTTGART INFRASTRUKTUR,11/11/1997,5086160.00,
,KFW GLOBAL LOAN IX,11/11/1997,101723191.00,
,KENYA/UGANDA PIPELINE,10/11/1997,112.5,
,KENYA/UGANDA PIPELINE,10/11/1997,112.5,
,BA FLEET MODERNISATION III,10/11/1997,116325247.00,
,SOFIHDES GL II,10/11/1997,4000000.00,
,AMBROVENETO PG V,06/11/1997,52043217.00,
,VIMAR VICENZA,05/11/1997,2685430.00,
,VIMAR VICENZA,05/11/1997,1061682.00,
,DTA BANK GLOBAL LOAN V,05/11/1997,25430798.00,
,PPC - BIG LAVRION COMBINED CYCLE,03/11/1997,99765711.00,
,FJELLINJEN OSLO ROADS (EFTA),03/11/1997,50668123.00,
,PIRELLI CAR TYRES EUROPE,31/10/1997,5464538.00,
,PIRELLI CAR TYRES EUROPE,31/10/1997,8066699.00,
,PIRELLI CAR TYRES EUROPE,31/10/1997,4683890.00,
,PIRELLI CAR TYRES EUROPE,31/10/1997,7806483.00,
,WUPPERVERBAND WASSER,31/10/1997,7821595.00,
,SANPAOLO IMI PG XX,31/10/1997,156129650.00,
,PG DEXIA/CLF INFRASTRUCTURES,31/10/1997,101612166.00,
,TELECOMM II,30/10/1997,100000000.00,
,VALENCIA EDUCACION TECNICA (EIB/EEA),30/10/1997,78586053.00,
,VALENCIA EDUCACION TECNICA (EIB/EEA),30/10/1997,51788510.00,
,VALENCIA EDUCACION TECNICA (EIB/EEA),30/10/1997,31615079.00,
,VALENCIA EDUCACION TECNICA (EIB/EEA),30/10/1997,8430688.00,
,NORTHERN GERMAN STATE BANKS GL V,30/10/1997,50861595.00,
,CZECH REP - FLOOD DAMAGE RECONS,30/10/1997,200000000.00,
,BAYERISCHE LANDESBANK GL,29/10/1997,6612007.00,
,HELABA GLOBAL LOAN IV,29/10/1997,20344638.00,
,EGYPT - VENTURE CAPITAL FUND,29/10/1997,2500000.00,
,KFW GLOBAL LOAN IX,29/10/1997,50861595.00,
,BERLINER WASSERBETRIEBE,29/10/1997,152584786.00,
,BAMBERG INFRASTRUKTUR,29/10/1997,3560312.00,
,THE FOURTH TUBE ELBE TUNNEL 1&2 - PPP,28/10/1997,50861595.00,
,NUERNBERG ABWASSER,28/10/1997,17292942.00,
,DANISH ROAD BY-PASSES FRAMEWORK,27/10/1997,24840706.00,
,AUTOVIA LEON-BURGOS PHASE I (BEI/EEA),27/10/1997,36131519.00,
,INTERPORTO DI PADOVA,24/10/1997,1561297.00,
,INTERPORTO DI PADOVA,24/10/1997,1561297.00,
,GASVERSORGUNG LEIPZIG (ED),24/10/1997,15258479.00,
,VEREINSBANK GLOBAL LOAN,24/10/1997,35000000.00,
,OERESUND LINK 2 (TENS) PPP,23/10/1997,200328271.00,
,KAEPPALA WASTE WATER,23/10/1997,5925814.00,
,RAUTARUUKKI STEEL,23/10/1997,25495332.00,
,RAUTARUUKKI STEEL,23/10/1997,25495332.00,
,NOVO NORDISK R & D II,23/10/1997,28807205.00,
,TALLINN AIRPORT PROJECT,23/10/1997,10000000.00,
,FLUGHAFEN HANNOVER,23/10/1997,10172319.00,
,SUDLICHER RANDKANAL KOLN,22/10/1997,10172319.00,
,COMMERZBANK GL IV,21/10/1997,50861595.00,
,LANDESBANK BERLIN GLOBAL LOAN I,21/10/1997,50861595.00,
,NORTHERN GERMAN STATE BANKS GL V,21/10/1997,10172319.00,
,KFW GLOBAL LOAN IX,21/10/1997,50861595.00,
,SUDWESTLB GL III,20/10/1997,10172319.00,
,BATANGAS POWER PLANT PROJECT,20/10/1997,60000000.00,
,MUENCHEN NAHVERKEHR,20/10/1997,22251948.00,
,LANDESBANK SACHSEN GL I,20/10/1997,25430798.00,
,BATANGAS POWER PROJECT - B,20/10/1997,12000000.00,
,DEXIA - CCB EDUCATION / HEALTH GL,20/10/1997,49292165.00,
,LOGISTIKZENTRUM UNNA,17/10/1997,20090330.00,
,PORTGAS,17/10/1997,29962397.00,
,AGUAS DE PORTUGAL,17/10/1997,49937329.00,
,AGUAS DE PORTUGAL,17/10/1997,49937329.00,
,CREDIOP PG V,16/10/1997,31225930.00,
,MUENCHEN NAHVERKEHR,16/10/1997,25430798.00,
,CAF GLOBAL LOAN,16/10/1997,40000000.00,
,TUNISIE - S.N.C.F.T. II,14/10/1997,25000000.00,
,ASSAINISSEMENT DU LAC SUD DE TUNIS,14/10/1997,40000000.00,
,HELABA GLOBAL LOAN IV,13/10/1997,25430798.00,
,BRUCK ABWASSER,13/10/1997,3649688.00,
,SUDWESTLB GL III,13/10/1997,10172319.00,
,STUTTGART INFRASTRUKTUR,13/10/1997,10172319.00,
,HERFORD ABWASSER,13/10/1997,7629239.00,
,MUENCHEN NAHVERKEHR,13/10/1997,25430798.00,
,CREDITANSTALT GL,13/10/1997,6779024.00,
,MULLVERBRENNUNGSANLAGE OFFENBACH,10/10/1997,7629239.00,
,YORKSHIRE WATER X,10/10/1997,253773614.00,
,HELABA GLOBAL LOAN IV,10/10/1997,25430798.00,
,COMMERZBANK GL IV,09/10/1997,52102618.00,
,EAST EGNATIA MOTORWAY (TEN),08/10/1997,100000000.00,
,OMNITEL TELEFONIA MOBILE,08/10/1997,414264005.00,
,IDB VI GLOBAL LOAN,07/10/1997,30000000.00,
,AQABA PORT,06/10/1997,30000000.00,
,AEROPORTO MALPENSA 2000 (TEN),06/10/1997,52043217.00,
,AEROPORTO MALPENSA 2000 (TEN),06/10/1997,26021608.00,
,AEROPORTO MALPENSA 2000 (TEN),06/10/1997,26021608.00,
,BRUCK ABWASSER,02/10/1997,303538.00,
,BRUCK ABWASSER,02/10/1997,6923566.00,
,OE-CALL (A),02/10/1997,49072040.00,
,SALZBURG UMWELT,02/10/1997,5405874.00,
,SALZBURG UMWELT,02/10/1997,10464847.00,
,RHONE-POULENC CHIMIE II,02/10/1997,75716964.00,
,NUREMBERG-PRAGUE (D5 MOTORWAY),02/10/1997,165000000.00,
,GROUPEMENT DES GRANDS GARAGES,02/10/1997,460.00,
,BURGENLAND NATURAL GAS,02/10/1997,7227105.00,
,BARILLA SUD,30/09/1997,19570021.00,
,HITACHI SEMICONDUCTORS,30/09/1997,10029490.00,
,HITACHI SEMICONDUCTORS,30/09/1997,1640152.00,
,HITACHI SEMICONDUCTORS,30/09/1997,7400609.00,
,IDC II,30/09/1997,50000000.00,
,LOGISTIKZENTRUM UNNA,29/09/1997,14211827.00,
,COPENHAGEN AIRPORT II (DK),29/09/1997,26662792.00,
,IMI PG RICERCA APPLICATA,29/09/1997,25996309.00,
,BARILLA SUD,29/09/1997,29297320.00,
,EGYPTIAN CEMENT COMPANY PROJECT,29/09/1997,15000000.00,
,EGYPTIAN CEMENT COMPANY PROJECT,29/09/1997,15000000.00,
,SGS THOMSON SEMICONDUTTORI,29/09/1997,51992617.00,
,SGS THOMSON SEMICONDUTTORI,29/09/1997,25996309.00,
,SGS THOMSON SEMICONDUTTORI,29/09/1997,25996309.00,
,AIRBUS A 340 (IBERIA) 1&2,26/09/1997,69910267.00,
,AIRBUS A 340 (IBERIA) 1&2,26/09/1997,69910267.00,
,SECOND PHILIPPINE AIRPORTS PROJECT,24/09/1997,25000000.00,
,FLUGHAFEN HANNOVER,24/09/1997,25124480.00,
,CREDITANSTALT GL,24/09/1997,35605312.00,
,INTERPORTO DI BOLOGNA (GL.INFR.II&III),23/09/1997,6239114.00,
,STP TECNOPOLIMERI SUD,22/09/1997,11438376.00,
,HELSINKI-SEINAJOKI RAILWAY LINE,22/09/1997,170180323.00,
,BANCA CARIGE PG II,18/09/1997,25996309.00,
,EFIBANCA PG XIV,17/09/1997,62391140.00,
,ALGERIE - GAZODUC GR2,16/09/1997,218000000.00,
,ALGERIE - GAZODUC GR2,16/09/1997,81999900.00,
,RENOVACION URBANA OVIEDO 2 (GL AUT. II,16/09/1997,12013022.00,
,INFRAESTRUCTURA DE BALEARES-MARCO (FRA,16/09/1997,28781199.00,
,HELABA GLOBAL LOAN IV,11/09/1997,15226958.00,
,CENTRE NATIONAL DE CONTROLE ELECTRIQUE,10/09/1997,11000000.00,
,TRIPOLI WASTEWATER,10/09/1997,100000000.00,
,ROUTE COTIERE NORD,10/09/1997,20000000.00,
,SOFIA AIRPORT PROJECT,09/09/1997,60000000.00,
,NOVO NORDISK R & D II,08/09/1997,37647862.00,
,TGV BELGE PHASE II 1 & 2 (TEN),04/09/1997,66656979.00,
,HEIZKRAFTWERK GERA,04/09/1997,12037725.00,
,COMMERZBANK GL III,03/09/1997,25378263.00,
,APEX GLOBAL LOAN,26/08/1997,50000000.00,
,NORFRA PIPELINE,26/08/1997,108722176.00,
,KULA FUND,21/08/1997,1700000.00,
,KREDIETBANK GL VII,05/08/1997,49197345.00,
,HELABA GL III,04/08/1997,76134789.00,
,HELABA GLOBAL LOAN IV,04/08/1997,18627645.00,
,TGV BELGE PHASE II 1 & 2 (TEN),01/08/1997,53325583.00,
,SONAE RETAIL,31/07/1997,50280566.00,
,AIRTEL MOBILE TELEPHONY 1 & 2,30/07/1997,360390663.00,
,IKB GL IX,29/07/1997,25378263.00,
,CCCC PG VIII,28/07/1997,45167594.00,
,CARIPARMA GL II,28/07/1997,15597785.00,
,RHONE-POULENC AGRO,28/07/1997,33875696.00,
,INSTITUT CATALA DE FINANZAS PG I,25/07/1997,12013022.00,
,VIFAS GRUMENTO NOVA,25/07/1997,17157564.00,
,VENTSPILS PORT UPGRADING,24/07/1997,20000000.00,
,JUNTA DE SANEAMIENTO DE CATALUNA III,23/07/1997,90097666.00,
,GHAZI-BAROTHA HYDRO POWER/B,23/07/1997,21000000.00,
,PIAGGIO PONTEDERA III,22/07/1997,7798893.00,
,MULLHEIZKRAFTWERK KASSEL,22/07/1997,25378263.00,
,NORTHERN COASTAL HIGHWAY,19/07/1997,10000000.00,
,EGYPT AIR,19/07/1997,75000000.00,
,BANCO SANTANDER GL V,18/07/1997,60065111.00,
,EUROPEAN ROADS II,18/07/1997,25000000.00,
,TGV BELGE PHASE I-1(EIB/ED)&I-2(TEN),17/07/1997,88387449.00,
,MIDLAND BANK GL III,17/07/1997,73684366.00,
,CARIPLO PG III,17/07/1997,51992617.00,
,CONTAINER TERMINAL BREMERHAVEN,16/07/1997,8121044.00,
,BA FLEET MODERNISATION III,15/07/1997,110608662.00,
,TRAMWAY DE MONTPELLIER,15/07/1997,56459493.00,
,COMMERZBANK GL III,15/07/1997,25378263.00,
,BANCA POP. EMILIA ROMAGNA PG III,14/07/1997,25996309.00,
,CP III LINHA DO NORTE (TEN),14/07/1997,50280566.00,
,CP III LINHA DO NORTE (TEN),14/07/1997,50280566.00,
,COMMERZBANK GL III,14/07/1997,25378263.00,
,METROPOLITANO DE LISBOA II(EIB/ED/EEE),14/07/1997,55308622.00,
,METROPOLITANO DE LISBOA I/3,14/07/1997,75420848.00,
,GARE INTERMODAL LISBOA,14/07/1997,56314233.00,
,BRAUNKOHLEKRAFTWERK SCHKOPAU,11/07/1997,17764784.00,
,BANCO BILBAO VIZCAYA PG II,11/07/1997,60065111.00,
,BOC INDUSTRIAL GASES III,11/07/1997,60421180.00,
,METRO DE MADRID,10/07/1997,27029300.00,
,METRO DE MADRID,10/07/1997,12013022.00,
